,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
509,2015,519,2015-05-17,55th Match,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Quinton de Kock (wk),Shreyas Iyer,Jean-Paul Duminy (c),Yuvraj Singh,Kedar Jadhav,Angelo Mathews,Saurabh Tiwary,Jayant Yadav, Gurinder Sandhu, Zaheer Khan, Shahbaz Nadeem,Virat Kohli (c),Chris Gayle,AB de Villiers, Mandeep Singh, Dinesh Karthik, Sarfaraz Khan, David Wiese, Mitchell Starc, Harshal Patel, Yuzvendra Chahal, Ashok Dinda,0,False,False
510,2015,520,2015-05-17,56th Match,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,David Warner (c),Shikhar Dhawan,Moises Henriques,Eoin Morgan,Lokesh Rahul,Naman Ojha (wk),Karn Sharma,Ashish Reddy,Bhuvneshwar Kumar,Praveen Kumar,Dale Steyn,Lendl Simmons,Parthiv Patel (wk),Rohit Sharma (c),Hardik Pandya, Ambati Rayudu, Kieron Pollard, Harbhajan Singh, Jagadeesha Suchith, Lasith Malinga, Vinay Kumar, Mitchell McClenaghan,0,0,9
511,2015,521,2015-05-19,Qualifier 1,Chennai Super Kings,Mumbai Indians,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Lendl Simmons,Parthiv Patel (wk),Rohit Sharma (c),Kieron Pollard,Hardik Pandya,Ambati Rayudu,Harbhajan Singh,Jagadeesha Suchith,Vinay Kumar, Lasith Malinga, Mitchell McClenaghan,Dwayne Smith,Michael Hussey,Faf du Plessis,Suresh Raina,MS Dhoni (c & wk),Dwayne Bravo,Ravindra Jadeja,Pawan Negi,Ravichandran Ashwin,Mohit Sharma,Ashish Nehra,0,25,0
512,2015,522,2015-05-20,Eliminator,Royal Challengers Bangalore,Rajasthan Royals,Pune,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,Chris Gayle,Virat Kohli (c),AB de Villiers,Mandeep Singh,Dinesh Karthik (wk),Sarfaraz Khan,David Wiese, Mitchell Starc, Harshal Patel, Yuzvendra Chahal, Sreenath Aravind,Ajinkya Rahane,Shane Watson,Sanju Samson (wk),Steven Smith (c),Karun Nair,Deepak Hooda,James Faulkner,Stuart Binny,Chris Morris,Ankit Sharma,Dhawal Kulkarni,1,71,0
513,2015,523,2015-05-22,Qualifier 2,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,JSCA International Stadium Complex,Chennai Super Kings,bowl,Chris Gayle,Virat Kohli (c),AB de Villiers,Mandeep Singh,Dinesh Karthik (wk),Sarfaraz Khan,David Wiese,Harshal Patel,Mitchell Starc,Sreenath Aravind,Yuzvendra Chahal,Dwayne Smith,Michael Hussey,Faf du Plessis,Suresh Raina,MS Dhoni (c & wk),Pawan Negi,Dwayne Bravo,Ravindra Jadeja,Ravichandran Ashwin,Mohit Sharma, Ashish Nehra,1,0,3
514,2015,524,2015-05-24,Final,Mumbai Indians,Chennai Super Kings,Kolkata,Eden Gardens,Chennai Super Kings,bowl,Lendl Simmons,Parthiv Patel (wk),Rohit Sharma (c),Kieron Pollard,Ambati Rayudu,Hardik Pandya,Harbhajan Singh,Jagadeesha Suchith, Vinay Kumar, Lasith Malinga, Mitchell McClenaghan,Dwayne Smith,Michael Hussey,Suresh Raina,MS Dhoni (c & wk),Dwayne Bravo,Pawan Negi,Faf du Plessis,Ravindra Jadeja,Ravichandran Ashwin,Mohit Sharma,Ashish Nehra,1,41,0
515,2016,525,2016-04-09,1st Match,Mumbai Indians,Rising Pune Supergiant,Mumbai,Wankhede Stadium,Mumbai Indians,bat,Lendl Simmons,Rohit Sharma (c),Hardik Pandya,Jos Buttler (wk),Ambati Rayudu,Kieron Pollard,Shreyas Gopal,Harbhajan Singh,Vinay Kumar,Mitchell McClenaghan,Jasprit Bumrah,Ajinkya Rahane,Faf du Plessis,Kevin Pietersen,Steven Smith, Mitchell Marsh, MS Dhoni, Rajat Bhatia, Ravichandran Ashwin, Murugan Ashwin, Ishant Sharma, RP Singh,0,0,9.0
516,2016,526,2016-04-10,2nd Match,Kolkata Knight Riders,Delhi Daredevils,Kolkata,Eden Gardens,Kolkata Knight Riders,bowl,Mayank Agarwal,Quinton de Kock (wk),Shreyas Iyer,Karun Nair,Sanju Samson,Pawan Negi,Carlos Brathwaite,Chris Morris,Nathan Coulter-Nile,Amit Mishra,Zaheer Khan (c),Robin Uthappa (wk),Gautam Gambhir (c),Manish Pandey,Colin Munro, Suryakumar Yadav, Yusuf Pathan, Andre Russell, Piyush Chawla, John Hastings, Brad Hogg, Umesh Yadav,1,0,9.0
517,2016,527,2016-04-11,3rd Match,Kings XI Punjab,Gujarat Lions,Mohali,Punjab Cricket Association IS Bindra Stadium,Gujarat Lions,bowl,Murali Vijay,Manan Vohra,David Miller (c),Glenn Maxwell,Wriddhiman Saha (wk),Marcus Stoinis,Axar Patel,Mitchell Johnson,Pardeep Sahu, Mohit Sharma, Sandeep Sharma,Aaron Finch,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Ravindra Jadeja,Ishan Kishan,Dwayne Bravo,James Faulkner, Praveen Kumar, Pradeep Sangwan, Sarabjit Ladda,0,0,5.0
518,2016,528,2016-04-12,4th Match,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,M.Chinnaswamy Stadium,Sunrisers Hyderabad,bowl,Chris Gayle,Virat Kohli (c),AB de Villiers,Shane Watson,Sarfaraz Khan,Kedar Jadhav (wk),Stuart Binny, Parvez Rasool, Adam Milne, Harshal Patel, Yuzvendra Chahal,David Warner (c),Shikhar Dhawan,Moises Henriques,Naman Ojha (wk),Deepak Hooda,Eoin Morgan,Ashish Reddy,Karn Sharma,Ashish Nehra, Bhuvneshwar Kumar, Mustafizur Rahman,1,45.0,0
519,2016,529,2016-04-13,5th Match,Kolkata Knight Riders,Mumbai Indians,Kolkata,Eden Gardens,Mumbai Indians,bowl,Robin Uthappa (wk),Gautam Gambhir (c),Manish Pandey,Andre Russell,Yusuf Pathan,Colin Munro,Suryakumar Yadav,John Hastings, Piyush Chawla, Kuldeep Yadav, Brad Hogg,Rohit Sharma (c),Parthiv Patel (wk),Hardik Pandya,Mitchell McClenaghan,Jos Buttler,Kieron Pollard,Ambati Rayudu, Harbhajan Singh, Jagadeesha Suchith, Tim Southee, Jasprit Bumrah,0,0,6.0
520,2016,530,2016-04-14,6th Match,Gujarat Lions,Rising Pune Supergiant,Rajkot,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,bat,Ajinkya Rahane,Faf du Plessis,Kevin Pietersen,Steven Smith,MS Dhoni (c & wk),Mitchell Marsh,Rajat Bhatia,Ravichandran Ashwin, Ishant Sharma, RP Singh, Murugan Ashwin,Aaron Finch,Brendon McCullum,Suresh Raina (c),Dwayne Bravo,Ravindra Jadeja,Dinesh Karthik, Akshdeep Nath, James Faulkner, Praveen Kumar, Shadab Jakati, Pravin Tambe,1,0,7.0
521,2016,531,2016-04-15,7th Match,Delhi Daredevils,Kings XI Punjab,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Murali Vijay,Manan Vohra,Shaun Marsh,David Miller (c),Glenn Maxwell,Axar Patel,Wriddhiman Saha (wk),Mitchell Johnson,Mohit Sharma,Pardeep Sahu,Sandeep Sharma,Quinton de Kock (wk),Shreyas Iyer,Sanju Samson,Pawan Negi,Karun Nair, Jean-Paul Duminy, Carlos Brathwaite, Chris Morris, Amit Mishra, Jayant Yadav, Zaheer Khan,1,0,8.0
522,2016,532,2016-04-16,8th Match,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,David Warner (c),Shikhar Dhawan,Moises Henriques,Eoin Morgan,Deepak Hooda,Naman Ojha (wk),Ashish Reddy,Karn Sharma,Bhuvneshwar Kumar,Mustafizur Rahman, Barinder Sran,Robin Uthappa (wk),Gautam Gambhir (c),Andre Russell,Manish Pandey,Shakib Al Hasan, Yusuf Pathan, Suryakumar Yadav, Piyush Chawla, Sunil Narine, Morne Morkel, Umesh Yadav,0,0,8.0
523,2016,533,2016-04-16,9th Match,Mumbai Indians,Gujarat Lions,Mumbai,Wankhede Stadium,Gujarat Lions,bowl,Rohit Sharma (c),Parthiv Patel (wk),Hardik Pandya,Jos Buttler,Kieron Pollard,Ambati Rayudu,Harbhajan Singh,Krunal Pandya,Tim Southee,Mitchell McClenaghan,Jasprit Bumrah,Aaron Finch,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Dwayne Bravo,Akshdeep Nath,James Faulkner,Praveen Kumar,Dhawal Kulkarni,Shadab Jakati, Pravin Tambe,0,0,3.0
524,2016,534,2016-04-17,10th Match,Kings XI Punjab,Rising Pune Supergiant,Mohali,Punjab Cricket Association IS Bindra Stadium,Rising Pune Supergiant,bat,Ajinkya Rahane,Faf du Plessis,Kevin Pietersen,Thisara Perera,Steven Smith,MS Dhoni (c & wk),Irfan Pathan,Ravichandran Ashwin,Ankit Sharma, Ishant Sharma, Murugan Ashwin,Murali Vijay,Manan Vohra,Shaun Marsh,David Miller (c),Glenn Maxwell,Wriddhiman Saha (wk),Axar Patel, Kyle Abbott, Mohit Sharma, Pardeep Sahu, Sandeep Sharma,1,0,6.0
525,2016,535,2016-04-17,11th Match,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,M.Chinnaswamy Stadium,Delhi Daredevils,bowl,Chris Gayle,Virat Kohli (c),AB de Villiers,Shane Watson,Sarfaraz Khan,Kedar Jadhav (wk),David Wiese,Parvez Rasool, Harshal Patel, Sreenath Aravind, Yuzvendra Chahal,Quinton de Kock (wk),Shreyas Iyer,Sanju Samson,Karun Nair,Jean-Paul Duminy,Pawan Negi, Carlos Brathwaite, Chris Morris, Zaheer Khan, Mohammed Shami, Amit Mishra,0,0,7.0
526,2016,536,2016-04-18,12th Match,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bowl,Martin Guptill,Parthiv Patel (wk),Ambati Rayudu,Rohit Sharma (c),Jos Buttler,Krunal Pandya,Hardik Pandya,Harbhajan Singh,Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,David Warner (c),Shikhar Dhawan,Moises Henriques,Eoin Morgan,Deepak Hooda,Naman Ojha, Ashish Reddy, Bipul Sharma, Bhuvneshwar Kumar, Mustafizur Rahman, Barinder Sran,1,0,7.0
527,2016,537,2016-04-19,13th Match,Kings XI Punjab,Kolkata Knight Riders,Mohali,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,bowl,Murali Vijay,Manan Vohra,Shaun Marsh,Wriddhiman Saha (wk),David Miller (c),Glenn Maxwell,Axar Patel,Mohit Sharma,Pardeep Sahu,Kyle Abbott,Sandeep Sharma,Robin Uthappa (wk),Gautam Gambhir (c),Manish Pandey,Shakib Al Hasan,Suryakumar Yadav,Yusuf Pathan,Andre Russell, Piyush Chawla, Sunil Narine, Umesh Yadav, Morne Morkel,0,0,6.0
528,2016,538,2016-04-20,14th Match,Mumbai Indians,Royal Challengers Bangalore,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Virat Kohli (c),Lokesh Rahul (wk),AB de Villiers,Shane Watson,Travis Head,Sarfaraz Khan,Stuart Binny,Harshal Patel,Kane Richardson,Iqbal Abdulla, Varun Aaron,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Jos Buttler,Kieron Pollard,Hardik Pandya,Krunal Pandya, Harbhajan Singh, Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,1,0,6.0
529,2016,539,2016-04-21,15th Match,Gujarat Lions,Sunrisers Hyderabad,Rajkot,Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,bowl,Aaron Finch,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Dwayne Bravo,Ravindra Jadeja,Akshdeep Nath,Dale Steyn,Praveen Kumar,Dhawal Kulkarni, Pravin Tambe,David Warner (c),Shikhar Dhawan,Moises Henriques, Eoin Morgan, Deepak Hooda, Naman Ojha, Aditya Tare, Bipul Sharma, Bhuvneshwar Kumar, Mustafizur Rahman, Barinder Sran,0,0,10.0
530,2016,540,2016-04-22,16th Match,Rising Pune Supergiant,Royal Challengers Bangalore,Pune,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,bowl,Virat Kohli (c),Lokesh Rahul (wk),AB de Villiers,Shane Watson,Sarfaraz Khan,Mandeep Singh, Stuart Binny, Harshal Patel, Kane Richardson, Iqbal Abdulla, Tabraiz Shamsi,Ajinkya Rahane,Faf du Plessis,Kevin Pietersen,Steven Smith,MS Dhoni (c & wk),Thisara Perera,Rajat Bhatia,Ravichandran Ashwin,Ankit Sharma,Murugan Ashwin,Ishant Sharma,0,13.0,0
531,2016,541,2016-04-23,17th Match,Delhi Daredevils,Mumbai Indians,Delhi,Feroz Shah Kotla,Mumbai Indians,bowl,Quinton de Kock (wk),Shreyas Iyer,Sanju Samson,Karun Nair,Jean-Paul Duminy,Pawan Negi,Chris Morris, Amit Mishra, Zaheer Khan, Mohammed Shami, Imran Tahir,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Krunal Pandya,Jos Buttler,Kieron Pollard,Hardik Pandya,Harbhajan Singh,Tim Southee,Mitchell McClenaghan, Jasprit Bumrah,1,10.0,0
532,2016,542,2016-04-23,18th Match,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bowl,Murali Vijay,Manan Vohra,Shaun Marsh,David Miller (c),Glenn Maxwell,Nikhil Naik (wk),Axar Patel,Rishi Dhawan,Mohit Sharma, Kyle Abbott, Sandeep Sharma,David Warner (c),Shikhar Dhawan,Aditya Tare,Eoin Morgan,Deepak Hooda,Moises Henriques,Naman Ojha (wk),Bipul Sharma, Bhuvneshwar Kumar, Mustafizur Rahman, Barinder Sran,1,0,5.0
533,2016,543,2016-04-24,19th Match,Gujarat Lions,Royal Challengers Bangalore,Rajkot,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,Virat Kohli (c),Shane Watson,AB de Villiers,Lokesh Rahul (wk),Sarfaraz Khan, Stuart Binny, Kedar Jadhav, Kane Richardson, Iqbal Abdulla, Tabraiz Shamsi, Yuzvendra Chahal,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Ravindra Jadeja,Dwayne Bravo,Aaron Finch, Praveen Kumar, Dhawal Kulkarni, Shadab Jakati, Pravin Tambe,1,0,6.0
534,2016,544,2016-04-24,20th Match,Rising Pune Supergiant,Kolkata Knight Riders,Pune,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,bowl,Ajinkya Rahane,Faf du Plessis,Steven Smith,Thisara Perera,Albie Morkel,MS Dhoni (c & wk),Rajat Bhatia,Saurabh Tiwary, Ravichandran Ashwin, Murugan Ashwin, Ankit Sharma,Robin Uthappa (wk),Gautam Gambhir (c),Suryakumar Yadav,Shakib Al Hasan,Yusuf Pathan,Andre Russell,Rajagopal Sathish,Piyush Chawla,Umesh Yadav,Sunil Narine,Morne Morkel,0,0,2.0
535,2016,545,2016-04-25,21st Match,Kings XI Punjab,Mumbai Indians,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Jos Buttler,Kieron Pollard,Hardik Pandya,Krunal Pandya,Harbhajan Singh, Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,Murali Vijay,Manan Vohra,Shaun Marsh,Glenn Maxwell,David Miller (c),Nikhil Naik (wk),Axar Patel,Mitchell Johnson,Mohit Sharma,Pardeep Sahu, Sandeep Sharma,0,25.0,0
536,2016,546,2016-04-26,22nd Match,Sunrisers Hyderabad,Rising Pune Supergiant,Hyderabad,Rajiv Gandhi International Stadium,Rising Pune Supergiant,bowl,David Warner (c),Shikhar Dhawan,Aditya Tare,Eoin Morgan,Deepak Hooda,Moises Henriques,Naman Ojha (wk),Bipul Sharma,Bhuvneshwar Kumar,Ashish Nehra,Mustafizur Rahman,Ajinkya Rahane,Faf du Plessis,Steven Smith,MS Dhoni (c & wk),Saurabh Tiwary,Thisara Perera, Mitchell Marsh, Rajat Bhatia, Ravichandran Ashwin, Murugan Ashwin, Ashok Dinda,0,34.0,0
537,2016,547,2016-04-27,23rd Match,Delhi Daredevils,Gujarat Lions,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Ravindra Jadeja,Ishan Kishan,Dwayne Bravo,James Faulkner,Praveen Kumar, Dhawal Kulkarni, Pravin Tambe,Quinton de Kock (wk),Sanju Samson,Karun Nair,Jean-Paul Duminy,Rishabh Pant,Chris Morris,Pawan Negi,Amit Mishra, Zaheer Khan, Shahbaz Nadeem, Imran Tahir,0,0,1.0
538,2016,548,2016-04-28,24th Match,Mumbai Indians,Kolkata Knight Riders,Mumbai,Wankhede Stadium,Mumbai Indians,bowl,Robin Uthappa (wk),Gautam Gambhir (c),Shakib Al Hasan,Suryakumar Yadav,Andre Russell,Chris Lynn,Yusuf Pathan,Rajagopal Sathish, Jaydev Unadkat, Umesh Yadav, Sunil Narine,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Krunal Pandya,Jos Buttler,Kieron Pollard,Hardik Pandya, Harbhajan Singh, Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,1,0,6.0
539,2016,549,2016-04-29,25th Match,Rising Pune Supergiant,Gujarat Lions,Pune,Maharashtra Cricket Association Stadium,Gujarat Lions,bowl,Ajinkya Rahane,Saurabh Tiwary,Steven Smith,MS Dhoni (c & wk),Thisara Perera,Peter Handscomb, Albie Morkel, Rajat Bhatia, Ravichandran Ashwin, Murugan Ashwin, Ashok Dinda,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Dwayne Bravo,Ravindra Jadeja,James Faulkner,Ishan Kishan,Praveen Kumar,Dhawal Kulkarni, Shivil Koushik,0,0,3.0
540,2016,550,2016-04-30,26th Match,Delhi Daredevils,Kolkata Knight Riders,Delhi,Feroz Shah Kotla,Kolkata Knight Riders,bowl,Quinton de Kock (wk),Shreyas Iyer,Sanju Samson,Karun Nair,Sam Billings,Chris Morris,Carlos Brathwaite,Rishabh Pant,Mohammed Shami,Amit Mishra, Zaheer Khan,Robin Uthappa (wk),Gautam Gambhir (c),Piyush Chawla,Yusuf Pathan,Suryakumar Yadav,Rajagopal Sathish,Andre Russell,Jason Holder,Umesh Yadav,Sunil Narine,Brad Hogg,1,27.0,0
541,2016,551,2016-04-30,27th Match,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bowl,David Warner (c),Shikhar Dhawan,Kane Williamson,Moises Henriques,Naman Ojha (wk),Deepak Hooda,Ashish Reddy,Bhuvneshwar Kumar, Mustafizur Rahman, Barinder Sran, Ashish Nehra,Virat Kohli (c),Lokesh Rahul (wk),AB de Villiers,Shane Watson,Sachin Baby,Kedar Jadhav,Parvez Rasool,Harshal Patel, Kane Richardson, Varun Aaron, Tabraiz Shamsi,1,15.0,0
542,2016,552,2016-05-01,28th Match,Gujarat Lions,Kings XI Punjab,Rajkot,Saurashtra Cricket Association Stadium,Gujarat Lions,bowl,Murali Vijay (c),Marcus Stoinis,Shaun Marsh,Glenn Maxwell,Gurkeerat Singh Mann,David Miller,Wriddhiman Saha (wk),Axar Patel,Mohit Sharma,KC Cariappa,Sandeep Sharma,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Ravindra Jadeja,Dwayne Bravo,Ishan Kishan,James Faulkner,Praveen Kumar,Dhawal Kulkarni,Shivil Koushik,0,23.0,0
543,2016,553,2016-05-01,29th Match,Rising Pune Supergiant,Mumbai Indians,Pune,Maharashtra Cricket Association Stadium,Mumbai Indians,bowl,Ajinkya Rahane,Saurabh Tiwary,Steven Smith,Peter Handscomb,MS Dhoni (c & wk),Thisara Perera,Rajat Bhatia,Ravichandran Ashwin, Scott Boland, Murugan Ashwin, Ashok Dinda,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Jos Buttler,Kieron Pollard, Krunal Pandya, Hardik Pandya, Harbhajan Singh, Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,0,0,8.0
544,2016,554,2016-05-02,30th Match,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,M.Chinnaswamy Stadium,Kolkata Knight Riders,bowl,Lokesh Rahul (wk),Chris Gayle,Virat Kohli (c),AB de Villiers,Shane Watson,Sachin Baby,Stuart Binny,Varun Aaron,Sreenath Aravind, Yuzvendra Chahal, Tabraiz Shamsi,Robin Uthappa (wk),Gautam Gambhir (c),Chris Lynn,Manish Pandey,Yusuf Pathan,Andre Russell,Suryakumar Yadav,Piyush Chawla, Umesh Yadav, Sunil Narine, Morne Morkel,0,0,5.0
545,2016,555,2016-05-03,31st Match,Gujarat Lions,Delhi Daredevils,Rajkot,Saurashtra Cricket Association Stadium,Delhi Daredevils,bowl,Dwayne Smith,Brendon McCullum,Aaron Finch,Suresh Raina (c),Dinesh Karthik (wk),Ravindra Jadeja,James Faulkner,Ishan Kishan,Praveen Kumar, Dhawal Kulkarni, Shivil Koushik,Quinton de Kock (wk),Rishabh Pant,Sanju Samson,Jean-Paul Duminy,Karun Nair, Sam Billings, Chris Morris, Mohammed Shami, Amit Mishra, Shahbaz Nadeem, Zaheer Khan,0,0,8.0
546,2016,556,2016-05-04,32nd Match,Kolkata Knight Riders,Kings XI Punjab,Kolkata,Eden Gardens,Kings XI Punjab,bowl,Robin Uthappa (wk),Gautam Gambhir (c),Yusuf Pathan,Andre Russell,Manish Pandey, Shakib Al Hasan, Suryakumar Yadav, Piyush Chawla, Umesh Yadav, Brad Hogg, Morne Morkel,Murali Vijay (c),Marcus Stoinis,Manan Vohra,Wriddhiman Saha (wk),Glenn Maxwell,David Miller,Gurkeerat Singh Mann,Axar Patel,Swapnil Singh,Mohit Sharma,Sandeep Sharma,1,7.0,0
547,2016,557,2016-05-05,33rd Match,Delhi Daredevils,Rising Pune Supergiant,Delhi,Feroz Shah Kotla,Rising Pune Supergiant,bowl,Rishabh Pant,Sanju Samson (wk),Karun Nair,Jean-Paul Duminy (c),Sam Billings,Carlos Brathwaite,Pawan Negi,Jayant Yadav,Mohammed Shami,Amit Mishra, Imran Tahir,Ajinkya Rahane,Usman Khawaja,Saurabh Tiwary,MS Dhoni (c & wk),Thisara Perera,George Bailey, Rajat Bhatia, Scott Boland, Ravichandran Ashwin, Ashok Dinda, Murugan Ashwin,0,0,7.0
548,2016,558,2016-05-06,34th Match,Sunrisers Hyderabad,Gujarat Lions,Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bowl,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Aaron Finch,Dwayne Bravo,Ravindra Jadeja,Praveen Kumar,Pradeep Sangwan, Dhawal Kulkarni, Shivil Koushik,David Warner (c),Shikhar Dhawan,Kane Williamson,Moises Henriques,Yuvraj Singh,Deepak Hooda,Naman Ojha (wk),Barinder Sran, Bhuvneshwar Kumar, Ashish Nehra, Mustafizur Rahman,1,0,5.0
549,2016,559,2016-05-07,35th Match,Royal Challengers Bangalore,Rising Pune Supergiant,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Ajinkya Rahane,Usman Khawaja,Saurabh Tiwary,MS Dhoni (c & wk),Thisara Perera,George Bailey,Rajat Bhatia,Ravichandran Ashwin,Ashok Dinda, RP Singh, Adam Zampa,Virat Kohli (c),Lokesh Rahul (wk),AB de Villiers,Shane Watson,Travis Head,Sachin Baby, Stuart Binny, Parvez Rasool, Chris Jordan, Varun Aaron, Yuzvendra Chahal,1,0,7.0
550,2016,560,2016-05-07,36th Match,Kings XI Punjab,Delhi Daredevils,Mohali,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,bowl,Murali Vijay (c),Marcus Stoinis,Hashim Amla,Wriddhiman Saha (wk),Glenn Maxwell,David Miller,Axar Patel,Gurkeerat Singh Mann, Mohit Sharma, Sandeep Sharma, KC Cariappa,Quinton de Kock (wk),Sanju Samson,Karun Nair,Sam Billings,Carlos Brathwaite,Chris Morris,Rishabh Pant,Amit Mishra, Mohammed Shami, Zaheer Khan, Shahbaz Nadeem,1,9.0,0
551,2016,561,2016-05-08,37th Match,Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,bowl,David Warner (c),Shikhar Dhawan,Kane Williamson,Yuvraj Singh,Moises Henriques,Deepak Hooda, Naman Ojha, Bhuvneshwar Kumar, Barinder Sran, Ashish Nehra, Mustafizur Rahman,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Krunal Pandya,Jos Buttler,Kieron Pollard,Hardik Pandya,Harbhajan Singh,Tim Southee,Mitchell McClenaghan,Jasprit Bumrah,0,85.0,0
552,2016,562,2016-05-08,38th Match,Kolkata Knight Riders,Gujarat Lions,Kolkata,Eden Gardens,Gujarat Lions,bowl,Robin Uthappa (wk),Gautam Gambhir (c),Manish Pandey,Suryakumar Yadav,Shakib Al Hasan,Yusuf Pathan,Andre Russell, Piyush Chawla, Brad Hogg, Morne Morkel, Umesh Yadav,Dwayne Smith,Brendon McCullum,Suresh Raina (c),Dinesh Karthik (wk),Aaron Finch,Ravindra Jadeja,Dwayne Bravo,Praveen Kumar, Dhawal Kulkarni, Pravin Tambe, Shivil Koushik,0,0,5.0
553,2016,563,2016-05-09,39th Match,Kings XI Punjab,Royal Challengers Bangalore,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Virat Kohli (c),Lokesh Rahul (wk),AB de Villiers,Shane Watson,Sachin Baby,Travis Head,Stuart Binny,Chris Jordan, Iqbal Abdulla, Varun Aaron, Yuzvendra Chahal,Hashim Amla,Murali Vijay (c),Wriddhiman Saha (wk),David Miller,Marcus Stoinis,Farhaan Behardien,Axar Patel, Anureet Singh, Mohit Sharma, Sandeep Sharma, KC Cariappa,0,0,1.0
554,2016,564,2016-05-10,40th Match,Rising Pune Supergiant,Sunrisers Hyderabad,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,bat,David Warner (c),Shikhar Dhawan,Kane Williamson,Yuvraj Singh,Moises Henriques,Deepak Hooda,Naman Ojha (wk),Bhuvneshwar Kumar,Barinder Sran,Ashish Nehra, Mustafizur Rahman,Ajinkya Rahane,Usman Khawaja,George Bailey,Ravichandran Ashwin,Saurabh Tiwary,MS Dhoni (c & wk),Thisara Perera,Rajat Bhatia,Adam Zampa,Ashok Dinda, RP Singh,0,4.0,0
555,2016,565,2016-05-11,41st Match,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,M.Chinnaswamy Stadium,Mumbai Indians,bowl,Virat Kohli (c),Chris Gayle,AB de Villiers,Lokesh Rahul (wk),Shane Watson,Sachin Baby,Stuart Binny, Sreenath Aravind, Chris Jordan, Varun Aaron, Yuzvendra Chahal,Rohit Sharma (c),Parthiv Patel (wk),Ambati Rayudu,Nitish Rana,Kieron Pollard,Jos Buttler,Krunal Pandya, Harbhajan Singh, Tim Southee, Mitchell McClenaghan, Jasprit Bumrah,0,0,6.0
